state,year,l_incarc_rate,ln_incarc_rate,ln_violent_rate,ln_property_rate,ln_DeathsHomi_rate,ln_DeathsHomi_fire_rate,ln_DeathsHomi_nonfire_rate
34,2005,309.88257,5.7564282,5.8728561,7.7566152,1.5964115,1.2025878,.47410133
34,2006,316.21686,5.7557459,5.8583927,7.7314281,1.6455293,1.2456166,.53571862
34,2007,316.0011,5.7338014,5.7949138,7.7027211,1.5355736,1.157038,.38082415
34,2008,309.14215,5.6968603,5.7885046,7.7377849,1.4650632,1.0299863,.42316711
34,2009,297.93057,5.6695166,5.7409711,7.6380839,1.3207347,.96144319,.12284103
34,2010,289.89441,5.6491332,5.7283363,7.6401801,1.4845834,1.0842596,.3756083
34,2011,284.0452,5.5966644,5.7298021,7.672019,1.5410447,1.1805576,.34591091
34,2012,269.52594,5.567173,5.67029,7.6238999,1.5172645,1.1337783,.37318987
34,2013,261.6933,5.5296693,5.6661844,7.5396104,1.5476925,1.206915,.30561212
34,2014,252.06053,5.4869943,5.5640326,7.4578342,1.4254365,1.0862725,.17937152
35,1977,110.35719,4.8621826,6.216455,8.4524889,2.3366101,1.8362285,.82462764
35,1978,129.30609,4.8572645,6.2695088,8.4450836,2.5583723,2.1247363,.96728343
35,1979,128.67175,4.7967463,6.3732839,8.5568943,2.5892034,2.1480203,1.4905912
35,1980,121.1157,4.5866609,6.4216013,8.5874767,2.7485185,2.1488972,1.7478865
35,1981,98.166084,4.7213902,6.5097604,8.6177511,2.4406331,1.8290358,1.6586905
35,1982,112.32431,4.8360391,6.5992045,8.6781454,2.2699435,1.8869511,1.1248111
35,1983,125.96943,4.9543142,6.5320086,8.6410732,1.9899579,1.2770082,1.3162289
35,1984,141.78537,5.0124803,6.5338788,8.6225147,2.1693916,1.5079932,1.4434546
35,1985,150.27701,5.0802112,6.5566802,8.6625528,2.3901544,1.7765598,1.6105747
35,1986,160.80803,5.1069794,6.5869408,8.682765,2.5798109,1.9420934,1.8279802
35,1987,165.17072,5.196207,6.4432831,8.6858101,2.3236592,1.7837162,1.4495142
35,1988,180.586,5.2446761,6.4894261,8.690835,2.4043696,1.7292409,1.6928732
35,1989,189.55444,5.3470469,6.5565815,8.6776037,2.3263152,1.5934275,1.6713891
35,1990,209.98723,5.3445048,6.6595869,8.6833668,2.1987295,1.4218833,1.5828137
35,1991,209.45416,5.3010111,6.7271376,8.6732693,2.4090347,1.7100905,1.7216513
35,1992,200.53944,5.3231153,6.8404551,8.6123543,2.2801201,1.586973,1.586973
35,1993,205.02156,5.3648305,6.8348651,8.582304,2.2611296,1.5869105,1.5486892
35,1994,213.75499,5.3965211,6.7903652,8.5751886,2.3589783,1.859326,1.4256899
35,1995,220.63745,5.4682236,6.7083631,8.6320887,2.2424579,1.7087384,1.3595542
35,1996,237.03873,5.5968819,6.7340827,8.658989,2.345957,1.8369513,1.4269303
35,1997,269.58453,5.5764666,6.749105,8.7083483,2.1863003,1.6454937,1.31336
35,1998,264.13663,5.6459274,6.8684192,8.6582909,2.2008512,1.677603,1.3029095
35,1999,283.13608,5.6565495,6.7269015,8.5424795,2.2231421,1.6160078,1.4358816
35,2000,286.15958,5.6812725,6.6305118,8.4682159,2.1733656,1.6933116,1.2090656
35,2001,293.32245,5.7347674,6.6597633,8.4203281,1.9597104,1.2968684,1.2353106
35,2002,309.44101,5.7773771,6.6076622,8.376852,2.160768,1.4738128,1.4613903
35,2003,322.91116,5.8034415,6.5031881,8.3160763,2.1673007,1.5333425,1.4112399
35,2004,331.43832,5.8143253,6.532896,8.3424492,2.2068505,1.4480079,1.5753474
35,2005,335.06531,5.8291388,6.4712925,8.3264322,2.062598,1.3825228,1.3562055
35,2006,340.06564,5.8240972,6.4841957,8.2657185,1.9286555,1.3138402,1.1505151
35,2007,338.35559,5.7835579,6.5157704,8.2469053,2.084419,1.3659539,1.4159644
35,2008,324.91321,5.750742,6.4822836,8.246892,2.0162308,1.4532982,1.1733382
35,2009,314.4238,5.7442894,6.4495096,8.219862,2.15082,1.5078225,1.4048746
35,2010,312.40149,5.7916322,6.3766799,8.1391182,1.9989744,1.3058273,1.3058273
35,2011,327.54715,5.8192801,6.3503146,8.1713915,1.9633445,1.2565917,1.2836204
35,2012,336.72949,5.7766304,6.3272662,8.1898422,1.8536717,1.3453492,.93361443
35,2013,322.67007,5.8054996,6.4336729,8.238409,1.8678436,1.3692881,.93286073
35,2014,332.121,5.8190351,6.393054,8.1725311,1.8687812,1.2942398,1.0410438
36,1977,99.063988,4.6888347,6.7235599,8.5670958,2.3569381,1.7901387,1.2412132
36,1978,108.72639,4.7511258,6.7345672,8.5073814,2.3430758,1.7566967,1.2158902
36,1979,115.71447,4.7758317,6.821507,8.5731468,2.4720159,1.9003662,1.4604149
36,1980,118.60892,4.8222542,6.9368486,8.679657,2.5274403,1.9732641,1.4815066
36,1981,124.24485,4.9775496,6.9750009,8.671773,2.5289273,2.0250378,1.6021415
36,1982,145.11832,5.0680928,6.8977561,8.6085043,2.441941,1.8974186,1.574158
36,1983,158.87105,5.1504002,6.8179088,8.5148945,2.4042675,1.8598574,1.5363293
36,1984,172.5005,5.2288332,6.8181953,8.4473972,2.2988739,1.7149261,1.4831245
36,1985,186.57495,5.267602,6.8350825,8.4464788,2.2535307,1.6719819,1.4347481
36,1986,193.95029,5.3734288,6.8935313,8.472579,2.3558984,1.7945532,1.5109015
36,1987,215.60083,5.4318223,6.9158068,8.5060005,2.4162576,1.950043,1.4290812
36,1988,228.56538,5.5149012,7.0006142,8.5587206,2.5461779,2.1321571,1.46446
36,1989,248.36537,5.6521029,7.030993,8.549098,2.541666,2.1819844,1.3446741
36,1990,284.88992,5.7190666,7.0740733,8.5531082,2.6608777,2.2816567,1.5076157
36,1991,304.62048,5.7660761,7.0595646,8.5331984,2.6635268,2.3318124,1.3987691
36,1992,319.28247,5.8240557,7.0229459,8.4630203,2.5853691,2.2789249,1.2533377
36,1993,338.34149,5.8619161,6.9787164,8.4068851,2.5812495,2.2628987,1.2816919
36,1994,351.39679,5.8905468,6.8727107,8.3199711,2.3971357,2.041657,1.1903661
36,1995,361.60303,5.9127269,6.7356353,8.2210083,2.1358984,1.7367905,1.0244489
36,1996,369.71289,5.9269586,6.5889344,8.1330824,1.9827338,1.5479543,.94029182
36,1997,375.01224,5.9146438,6.5346494,8.0778666,1.8029591,1.3208686,.84195554
36,1998,370.42227,5.9543333,6.4579802,7.9897928,1.6286641,1.1009605,.73716807
36,1999,385.41992,5.9559975,6.3781371,7.8975158,1.635432,1.0507365,.82062429
36,2000,386.06186,5.9119716,6.316988,7.8421493,1.6517731,1.153316,.71663797
36,2001,369.43381,5.8689971,6.2414937,7.7831774,1.6849682,1.1168127,.46893728
36,2002,353.89389,5.8591671,6.2078805,7.745204,1.5798582,1.0556678,.68328565
36,2003,350.43213,5.8289428,6.1436954,7.7182212,1.613812,1.1221848,.66801441
36,2004,339.99899,5.8067269,6.0877032,7.6928072,1.500919,.99009335,.58462828
36,2005,332.5289,5.7928228,6.0967245,7.6505795,1.549526,.99018759,.70185804
36,2006,327.9375,5.8033619,6.0757518,7.6326456,1.6164986,1.0931205,.71874601
36,2007,331.4118,5.790875,6.0267344,7.5948458,1.479437,1.0037026,.50808644
36,2008,327.29932,5.7497234,5.986125,7.5978012,1.5240492,.97233856,.6661129
36,2009,314.10385,5.716917,5.9515858,7.5663009,1.4703456,.96150219,.55107427
36,2010,303.96643,5.6767445,5.9773302,7.5795522,1.5334409,1.0004714,.64947289
36,2011,291.99728,5.6487956,5.9844732,7.5531282,1.4470747,.8698346,.62280279
36,2012,283.94931,5.6221499,6.0070567,7.5584998,1.3136344,.79823202,.40416956
36,2013,276.48315,5.6056228,5.9758615,7.5069866,1.2470388,.65633249,.43974635
36,2014,271.9512,5.5832305,5.9524393,7.4484081,1.2083337,.63196206,.38294911
37,1977,223.86264,5.5239892,6.0090466,8.1268244,2.394721,2.08865,.57690144
37,1978,250.63287,5.4384694,6.0243583,8.1515484,2.4403803,2.1338058,.5746296
37,1979,230.08974,5.5003781,6.1005683,8.2754736,2.420222,2.1040626,.94928014
37,1980,244.78444,5.5749917,6.1203098,8.3393745,2.4201963,2.0797887,1.0186809
37,1981,263.74731,5.5787711,6.0791688,8.3147221,2.3329017,1.9790149,1.122393
37,1982,264.746,5.6177659,6.1010733,8.3179884,2.3418238,1.9161887,1.2823708
37,1983,275.27365,5.5346928,6.0151463,8.2359142,2.20644,1.7762142,1.1555821
37,1984,253.3299,5.581955,6.0005474,8.1998768,2.1071968,1.6344279,1.1309592
37,1985,265.59027,5.6252031,6.0423841,8.216218,2.2027881,1.7964392,1.1059409
37,1986,277.32855,5.6346531,6.1651669,8.2573757,2.2181935,1.8040855,1.1366466
37,1987,279.96173,5.5942497,6.1820874,8.3346796,2.2087269,1.7621181,1.1876472
37,1988,268.87579,5.5741491,6.2183704,8.3803091,2.1864421,1.7608449,1.1269171
37,1989,263.52524,5.5829167,6.303297,8.4568901,2.3666713,1.9114156,1.3607684
37,1990,265.84586,5.6213961,6.4354081,8.4892721,2.4390059,1.956606,1.4785017
37,1991,276.27484,5.6298828,6.4897809,8.5622311,2.5661318,2.1896868,1.4068242
37,1992,278.62943,5.6922312,6.5235443,8.5411539,2.4645655,2.0391743,1.404652
37,1993,296.55453,5.7392831,6.5210757,8.5117846,2.4941661,2.1654015,1.2218701
37,1994,310.84149,5.7961197,6.4846244,8.5112267,2.4233537,2.0742247,1.2015493
37,1995,329.02032,5.9871769,6.4714084,8.5158195,2.2328584,1.9240297,.90744615
37,1996,398.2886,6.0127125,6.3769302,8.5047331,2.1867108,1.7872158,1.0760502
37,1997,408.59018,6.0231094,6.4085565,8.4938164,2.1780105,1.7688404,1.0867676
37,1998,412.86041,6.0143943,6.3620267,8.4643841,2.1434121,1.7580144,1.0034145
37,1999,409.27783,5.9688363,6.2954283,8.441061,2.1028328,1.7533734,.88181859
37,2000,391.05029,5.9581099,6.2097368,8.3942919,2.0958526,1.7350378,.9014734
37,2001,386.87817,5.9734135,6.2007294,8.3968325,1.9873087,1.6275285,.79054415
37,2002,392.84433,5.9771667,6.1547966,8.3566856,2.0457063,1.7243369,.75415736
37,2003,394.3215,5.9875984,6.1183796,8.3595781,1.9600989,1.5479223,.87477577
37,2004,398.45648,6.0265422,6.104341,8.333396,1.9694799,1.5697082,.85938275
37,2005,414.28003,6.0348325,6.1500168,8.3139048,2.0272243,1.6449379,.8805781
37,2006,417.72888,6.0404539,6.1637807,8.3226786,1.9423652,1.5939245,.71891123
37,2007,420.08374,6.0317121,6.1443419,8.3144007,2.0003905,1.6140295,.8624388
37,2008,416.42734,6.0499849,6.1476364,8.3044758,1.9706732,1.6127143,.76968992
37,2009,424.10672,6.0445747,6.0026603,8.2062855,1.7882718,1.4602593,.51404113
37,2010,421.81833,6.0460734,5.8936925,8.1442299,1.7320856,1.3719592,.53612024
37,2011,422.45099,6.0128865,5.8472824,8.1605701,1.7057605,1.3692882,.45299748
37,2012,408.66125,5.9427953,5.8679862,8.1228933,1.7599636,1.4646096,.39633802
37,2013,380.99847,5.92697,5.8319478,8.0401869,1.7432421,1.4309859,.42724237
37,2014,375.01657,5.9220734,5.7964897,7.9627991,1.712466,1.3694388,.475905
38,1977,26.045858,3.5535033,4.205812,7.7972269,-.081006855,-1.8727664,-.48647198
38,1978,34.935493,3.4245157,4.2050586,7.7571979,.6904186,.42805433,-1.8745308
38,1979,30.707767,3.349499,4.1164227,7.8989754,.60786134,.20239621,-.49075097
38,1980,28.488457,3.6574161,3.9880867,7.9758072,.68738687,.4250226,-.77895021
38,1981,38.761055,3.7484703,4.2117896,7.980556,1.0040267,.1930964,.41623995
38,1982,42.456085,3.8739796,4.1237583,7.8579712,.045344107,-.51427168,-.80195373
38,1983,48.133553,4.1041169,3.9829748,7.871603,.9783361,.28518888,.28518888
38,1984,60.589222,4.1507726,3.9823754,7.8358707,.85493547,.27957135,.028256921
38,1985,63.483013,4.1325336,3.8503029,7.8756547,.57241887,-.12072832,-.12072832
38,1986,62.335667,4.1412539,3.9367516,7.8454933,.29588303,-.29190364,-.51504719
38,1987,62.881622,4.1749959,4.0403323,7.9288349,.5090605,-.27939683,-.097075291
38,1988,65.039566,4.2642155,4.0796571,7.8894324,.82816994,.31734434,-.088120759
38,1989,71.1091,4.245295,4.1460166,7.8231363,.33106908,-.25671759,-.47986114
38,1990,69.776329,4.3273425,4.3025579,7.954536,.22727081,-.24273282,-.75355846
38,1991,75.742729,4.3488388,4.1798239,7.9115086,.34758464,-.46334559,-.24020202
38,1992,77.388542,4.3139992,4.4228487,7.9444809,.63138908,.22592397,-.4672232
38,1993,74.73877,4.3524041,4.4092126,7.9150233,1.1863263,.53969908,.4443889
38,1994,77.66494,4.4203582,4.4044995,7.8838515,-.25434139,-.765167,-1.1706321
38,1995,83.126038,4.5417137,4.4629092,7.9300489,.69648814,.077448934,-.076701745
38,1996,93.851494,4.7096353,4.4308906,7.8575168,.5255056,.073520452,-.48609534
38,1997,111.01168,4.8094897,4.4682903,7.8725243,.52653009,-1.178218,.32585943
38,1998,122.66898,4.9509258,4.4924684,7.8600664,.52989727,-.25856012,-.076238558
38,1999,141.30576,4.9861355,4.2033815,7.752511,.70201874,,
38,2000,146.36971,5.121552,4.3998518,7.6992235,.62676191,,
38,2001,167.59525,5.1581845,4.3736658,7.7537842,,,
38,2002,173.84854,5.1604843,4.3598375,7.7530732,,,
38,2003,174.24879,5.267612,4.3845496,7.654388,.63045883,.63045883,
38,2004,193.95226,5.3270535,4.4738464,7.5824113,.53427261,,
38,2005,205.83057,5.3676882,4.7117825,7.613111,.53212821,,
38,2006,214.36674,5.3465309,5.2850714,7.6501265,.52698272,,.43167254
38,2007,209.87894,5.379457,5.3468084,7.6010351,.762923,,
38,2008,216.90445,5.3973179,5.4144831,7.6163235,,,
38,2009,220.81332,5.4092746,5.584887,7.5912805,.7444886,,
38,2010,223.46941,5.3956699,5.4357262,7.4845023,.73309904,,
38,2011,220.4498,5.3357983,5.513926,7.5742035,.90921289,,
38,2012,207.63841,5.3720479,5.5039926,7.6199751,.82470906,,
38,2013,215.30334,5.3835406,5.6109233,7.6598377,.58683759,,
38,2014,217.79207,5.447382,5.5998683,7.6698322,.70838535,,
39,1977,116.48278,4.7813087,6.0080767,8.3694296,1.9920127,1.6298981,.2687397
39,1978,119.26033,4.7991796,6.0226278,8.3537683,1.8745885,1.5264002,.15409207
39,1979,121.41079,4.8180466,6.1257296,8.4494152,2.0372529,1.6920576,.59514737
39,1980,123.7232,4.8277183,6.2111092,8.5037298,2.0140378,1.6467245,.60527062
39,1981,124.92556,4.9326196,6.2076988,8.5073042,1.9795285,1.6123728,.79959238
39,1982,138.74251,5.0812941,6.0792828,8.4115715,1.8643241,1.4063516,.86311573
39,1983,160.98224,5.1221762,5.9862161,8.3205023,1.6335766,1.1166719,.72633576
39,1984,167.69992,5.1555877,5.9540834,8.2655859,1.607784,1.1287849,.64176989
39,1985,173.39766,5.2696929,5.9443946,8.2442493,1.6246965,1.0859621,.74886072
39,1986,194.35625,5.3439713,6.0425019,8.2783651,1.6324428,1.0832462,.77108181
39,1987,209.34239,5.4173303,6.0434113,8.3318195,1.6423386,1.0709634,.81050807
39,1988,225.27693,5.5014677,6.1137342,8.3412313,1.6242753,1.0415852,.80693781
39,1989,245.05138,5.6418943,6.1497259,8.3581104,1.7236948,1.1411661,.90615302
39,1990,281.99637,5.6798587,6.2268572,8.375001,1.8043993,1.3380255,.81749099
39,1991,292.90799,5.7886004,6.3312225,8.4054031,1.8454926,1.3980323,.8259235
39,1992,326.5556,5.8520875,6.2651434,8.328352,1.7996377,1.3836224,.7217977
39,1993,347.95993,5.9028997,6.2228689,8.2893276,1.6772465,1.3494903,.4023549
39,1994,366.09753,5.9289875,6.1857319,8.2879515,1.6083205,1.3236262,.21300894
39,1995,375.7738,5.9881563,6.178896,8.2745438,1.5503519,1.1013385,.53352898
39,1996,398.67886,6.0178566,6.0607018,8.3007727,1.4802201,1.0522361,.42517906
39,1997,410.69742,6.0539074,6.0763092,8.3125591,1.4463186,.94794124,.51105994
39,1998,425.77353,6.0598793,5.8929105,8.285264,1.3560913,.86630321,.40739027
39,1999,428.32379,6.0240149,5.7570057,8.2107143,1.3787268,.81465673,.53733748
39,2000,413.23444,5.9997644,5.8115501,8.2181635,1.4090266,.80037868,.62357545
39,2001,403.33371,5.9855499,5.8619075,8.248064,1.5263988,1.0206493,.60244513
39,2002,397.64111,5.9917812,5.8628683,8.2321949,1.5712082,1.1295779,.54122442
39,2003,400.12662,5.9702268,5.8106999,8.2025013,1.5145835,1.0321957,.55405945
39,2004,391.59448,5.969326,5.825253,8.205843,1.5925082,1.0881742,.66640037
39,2005,391.24185,5.9914804,5.8582969,8.2073078,1.7039824,1.2695297,.66093993
39,2006,400.00629,6.0596604,5.890214,8.2128992,1.7579925,1.3681701,.62734091
39,2007,428.23001,6.0893197,5.8733807,8.1513538,1.7149316,1.2784748,.6755622
39,2008,441.12119,6.1066728,5.8637695,8.1344614,1.6473212,1.2501825,.53184509
39,2009,448.84277,6.1039515,5.8047023,8.0898962,1.5459776,1.1551917,.4173443
39,2010,447.62308,6.1049743,5.7515101,8.0913372,1.5957595,1.2332933,.40517065
39,2011,448.08118,6.0899992,5.7208209,8.1009388,1.6777954,1.3671991,.35725242
39,2012,441.42096,6.0877218,5.7086153,8.0729008,1.6998813,1.3309251,.52399147
39,2013,440.41687,6.1025801,5.6747317,7.9808512,1.7230763,1.3517443,.55249053
39,2014,447.0097,6.0963745,5.6548629,7.9305797,1.6065234,1.2919549,.29680553
40,1977,142.06258,5.036993,5.7575688,8.2540207,2.1648788,1.7493634,.59466165
40,1978,154.00621,4.9662452,5.8663301,8.2366524,2.2405138,1.8744097,.3650552
40,1979,143.48708,4.961741,6.0044332,8.3658638,2.337584,1.9640704,1.0019333
40,1980,142.84225,5.0659456,6.0389643,8.4410534,2.3631599,1.9957802,1.0194253
40,1981,158.53026,5.1391215,6.0563712,8.3917408,2.2776823,1.8705601,1.1823757
40,1982,170.5659,5.3119102,6.0956206,8.4718885,2.3758981,1.9259813,1.3606675
40,1983,202.73708,5.426393,6.0483365,8.413105,2.1122062,1.6303682,1.1507951
40,1984,227.32785,5.4789534,6.0099406,8.4085054,2.1063087,1.6138321,1.161847
40,1985,239.59583,5.5398364,6.0449896,8.5177984,2.1106379,1.6597103,1.0971833
40,1986,254.63634,5.6986241,6.078558,8.6265268,2.1946738,1.7219267,1.2184004
40,1987,298.45654,5.7046785,6.0345335,8.6319561,2.1515071,1.6491001,1.2224542
40,1988,300.26895,5.7987781,6.074285,8.5476408,2.1014385,1.4349597,1.3808925
40,1989,329.89618,5.9093647,6.1975274,8.5194111,2.0429792,1.593343,1.0272547
40,1990,368.47202,5.9665198,6.3053579,8.5273762,2.1713328,1.6925955,1.2048923
40,1991,390.14554,6.0404911,6.3694153,8.5340519,2.1141226,1.6171426,1.1766977
40,1992,420.09927,6.1316733,6.4342585,8.4782047,2.0372612,1.577729,1.0387325
40,1993,460.20563,6.2236423,6.4533887,8.4466476,2.2284842,1.8361771,1.1030246
40,1994,504.53757,6.2283087,6.4792361,8.5007915,2.0965335,1.7187711,.94010174
40,1995,506.8974,6.3074894,6.4984694,8.5036364,2.5601315,1.6069537,2.0731623
40,1996,548.66565,6.3743329,6.3920708,8.5282917,2.0365829,1.5851557,1.0240049
40,1997,586.59412,6.4118638,6.3271179,8.5041323,2.1306109,1.6965724,1.0868069
40,1998,609.02771,6.4192348,6.2904177,8.4039068,1.8239712,1.2342869,1.0154078
40,1999,613.53333,6.4792767,6.2308998,8.3370237,1.9051906,1.4734081,.85722202
40,2000,651.49963,6.5088644,6.2101779,8.3091412,1.7562395,1.2028543,.90057343
40,2001,671.06403,6.4877348,6.2361698,8.3147011,1.801204,1.2903783,.88491321
40,2002,657.03326,6.4823804,6.2225142,8.3534307,1.7258915,1.1751646,.86661744
40,2003,653.52472,6.4786916,6.227397,8.3692169,1.8549012,1.3777292,.88590646
40,2004,651.11847,6.5442233,6.2155881,8.3528118,1.8356311,1.2577499,1.0121794
40,2005,695.21643,6.5505095,6.2328849,8.3057518,1.7968386,1.3435174,.78757143
40,2006,699.60046,6.515862,6.2151074,8.195467,1.838659,1.4420046,.72218919
40,2007,675.77606,6.5176086,6.2227259,8.1770306,1.9324379,1.4242648,1.0121551
40,2008,676.95758,6.5104399,6.2756953,8.1530571,1.8355817,1.3879349,.81634289
40,2009,672.12213,6.5030642,6.2213521,8.1857939,1.8977729,1.3815564,.98951435
40,2010,667.1828,6.5486007,6.1766143,8.144105,1.741209,1.2504303,.79407364
40,2011,698.26654,6.5309062,6.1256876,8.1233864,1.9308281,1.4782956,.92018461
40,2012,686.01971,6.4933629,6.1620474,8.1409855,1.9568181,1.5948381,.76511538
40,2013,660.74176,6.5721068,6.100441,8.0958815,1.9023429,1.5311669,.73140997
40,2014,714.87427,6.5690613,6.025269,8.0154057,1.8643281,1.3991129,.87546664
41,1977,118.31387,4.7813396,6.1220717,8.6181955,1.5750942,1.1738575,.023285413
41,1978,119.264,4.7390299,6.2193432,8.6256952,1.5883377,.98084599,.24188925
41,1979,114.32324,4.8108468,6.3014283,8.6703644,1.4402097,.92324913,.41242349
41,1980,122.83559,4.792944,6.1952386,8.7317448,1.6695572,1.1099415,.73524803
41,1981,120.65603,4.8162541,6.1710591,8.7884741,1.4696846,.87497747,.66733813
41,1982,123.50158,4.9859719,6.1590338,8.7151461,1.6939753,1.0739504,.92193425
41,1983,146.34575,5.0036759,6.1899643,8.6592197,1.4490894,.89608884,.5929026
41,1984,148.95973,5.0651531,6.2267261,8.6547937,1.5607996,.92130512,.81095707
41,1985,158.40468,5.0982342,6.3118448,8.7288713,1.4850279,.64616895,.91903591
41,1986,163.7325,5.1803842,6.3093114,8.7843189,1.8807625,1.221138,1.1529297
41,1987,177.75108,5.3084507,6.2907124,8.7686434,1.73423,.9084847,1.1581393
41,1988,202.03696,5.3869972,6.3021607,8.7815485,1.6448057,1.0456874,.84786171
41,1989,218.54619,5.3963499,6.2511659,8.6380854,1.5764441,1.0019027,.74870682
41,1990,220.5997,5.424788,6.2281246,8.5446558,1.2720742,.72463888,.40830156
41,1991,226.96324,5.4375496,6.227191,8.5657549,1.4432037,.68336517,.81257689
41,1992,229.87823,5.3938007,6.2348256,8.5774822,1.5851613,.87822086,.9056198
41,1993,220.03807,5.3671684,6.2207894,8.5683556,1.5205225,1.0096968,.60423177
41,1994,214.25536,5.4036574,6.2550621,8.6614256,1.7296609,1.268707,.73356414
41,1995,222.21767,5.5120053,6.2583981,8.7064152,1.5227674,1.0717603,.50945264
41,1996,247.64719,5.5862346,6.1378942,8.6185856,1.4684091,.83713734,.70930398
41,1997,266.7294,5.4892592,6.0967326,8.6699734,1.3542175,.84599262,.43401286
41,1998,242.07777,5.5964742,6.0397902,8.5615625,1.4003787,.96506059,.35892481
41,1999,269.47464,5.6716647,5.9266381,8.4396353,1.148252,.56976771,.32557073
41,2000,290.51773,5.7316604,5.8600273,8.4106436,.97547281,.59174764,-.16809089
41,2001,308.48108,5.7961006,5.7255845,8.4630804,1.0590252,.30400261,.42414692
41,2002,329.01404,5.8405442,5.6785579,8.4289131,1.1042629,.59970695,.17849347
41,2003,343.96646,5.8817444,5.6861405,8.4691868,.96380621,.38245046,.1447788
41,2004,358.43396,5.9116831,5.6991224,8.4414835,1.1434987,.59938699,.27514735
41,2005,369.32727,5.9166512,5.6595244,8.3899136,1.0377934,.4018046,.28402156
41,2006,371.16663,5.9226446,5.6512408,8.2228565,1.1243705,.54011738,.30900568
41,2007,373.39789,5.9261332,5.683351,8.1727343,.77749085,.14424184,.020627879
41,2008,374.70279,5.9293427,5.5662317,8.1024532,1.005401,.26249236,.3596561
41,2009,375.90732,5.9353452,5.56282,8.0064573,.99488223,.36748642,.23135425
41,2010,378.17047,5.9599752,5.5268831,8.0193701,1.0992024,.44861481,.36160344
41,2011,387.60052,5.9271393,5.5186057,8.0553198,1.0365825,.47236902,.19538222
41,2012,375.0799,5.9416623,5.5099583,8.0838308,1.0384789,.30829045,.38104981
41,2013,380.56708,5.9789681,5.4920964,8.066,.83121866,.32039303,-.085072093
41,2014,395.03262,5.9391394,5.5576625,8.0394392,.91612077,.29129285,.14964235
42,1977,60.53936,4.1681805,5.6447406,7.9496903,1.709754,1.138272,.41502684
42,1978,64.597816,4.1862817,5.7074919,7.9667978,1.7972234,1.2590247,.4384791
42,1979,65.777756,4.1801705,5.8099012,8.0589056,1.8490883,1.3404678,.86781746
42,1980,65.376991,4.2322617,5.8969641,8.1233826,1.9360853,1.4457054,.89301002
42,1981,68.872826,4.3690991,5.9182119,8.1051455,1.8629347,1.3402591,.96415985
42,1982,78.972443,4.4853888,5.8873439,8.0366745,1.7949802,1.2194602,.96850199
42,1983,88.711441,4.5991778,5.8372927,7.9559984,1.6509901,.88908154,1.0221788
42,1984,99.402565,4.7076344,5.7701783,7.9153223,1.5876032,.95812911,.8264513
42,1985,110.78976,4.7946844,5.8022857,7.9033694,1.6102121,1.0247995,.79630631
42,1986,120.86626,4.8598948,5.8820915,7.9169111,1.7199807,.94780344,1.1000726
42,1987,129.0106,4.9252887,5.9117761,7.9351821,1.6945379,1.0425237,.95849293
42,1988,137.72911,5.0180016,5.8915582,7.9424987,1.7327204,1.0776451,.99999416
42,1989,151.10902,5.1504049,5.9365363,8.0002804,1.8830296,1.328529,1.0288707
42,1990,172.50133,5.2324929,6.0661688,8.0212812,1.9390507,1.4358541,1.0112062
42,1991,187.25902,5.2739739,6.1092381,8.0419121,1.869436,1.3919398,.90097106
42,1992,195.19012,5.3339863,6.0567365,7.9948797,1.8599677,1.4388773,.79189217
42,1993,207.26257,5.3703537,6.0341773,7.9564509,1.9371724,1.5724816,.75165677
42,1994,214.93889,5.4494534,6.0560641,7.9533815,1.8121499,1.4093657,.70815396
42,1995,232.63097,5.5825171,6.0575318,7.9853368,1.8463889,1.4499387,.72949934
42,1996,265.73972,5.6440897,6.1744113,8.0314083,1.7553337,1.426751,.48257002
42,1997,282.61612,5.655776,6.0915279,8.00282,1.8517127,1.51447,.60087347
42,1998,285.93826,5.6939344,6.0415592,7.9559202,1.6379621,1.2698846,.4601005
42,1999,297.06006,5.6965151,6.0413685,7.8984795,1.6506671,1.2498859,.54262078
42,2000,297.82764,5.7036328,6.0403237,7.8537211,1.6660049,1.273532,.54089069
42,2001,299.95508,5.7348709,6.0159445,7.8428245,1.6966685,1.283724,.61284941
42,2002,309.47308,5.7861218,5.9967771,7.7999015,1.6467642,1.3077887,.40023172
42,2003,325.74728,5.800405,5.9859314,7.7957449,1.6979573,1.3280935,.52409852
42,2004,330.43338,5.7992787,6.0197062,7.7904048,1.705349,1.4014304,.36623994
42,2005,330.06137,5.8301268,6.052815,7.792304,1.7944341,1.4579618,.5416711
42,2006,340.40189,5.8717489,6.0920453,7.8031664,1.8159128,1.5560163,.34130591
42,2007,354.86914,5.902307,6.0323386,7.7679024,1.7866576,1.483749,.44469899
42,2008,365.88052,5.9666972,6.0162759,7.7883496,1.7095289,1.4242352,.31603515
42,2009,390.21478,6.0063834,5.9462051,7.6957693,1.6353983,1.3384426,.27641973
42,2010,406.0123,5.9996114,5.9040318,7.6838999,1.6908293,1.3721941,.39202994
42,2011,403.27206,6.0031104,5.8928552,7.7071214,1.6760099,1.3907722,.28234634
42,2012,404.68561,5.9921269,5.8736639,7.6809392,1.6986893,1.454919,.16775005
42,2013,400.26498,5.9970784,5.8143091,7.6300101,1.6017036,1.3358634,.14686702
42,2014,402.25177,5.9820199,5.7525139,7.5655274,1.5784441,1.2929102,.18567723
44,1977,68.849419,4.2851577,5.709116,8.5418911,1.4069839,.57663554,.14131747
